iter	Logloss
213	0.5450023542
214	0.5445928083
215	0.5441786412
216	0.5437126814
217	0.5432556152
218	0.542951137
219	0.5423426601
220	0.5421668788
221	0.5415742711
222	0.5413054984
223	0.5407932826
224	0.5402730887
225	0.5399810791
226	0.5395593262
227	0.5392466518
228	0.5385011509
229	0.5380842808
230	0.5376309204
231	0.53736363
232	0.5370686994
233	0.536772025
234	0.5358835275
235	0.5345639474
236	0.5341251046
237	0.5335644967
238	0.5330440848
239	0.532613351
240	0.5319934954
241	0.5318556867
242	0.5312392753
243	0.530867484
244	0.5301682826
245	0.5299749756
246	0.5293122646
247	0.5291179548
248	0.5287158639
249	0.5284141323
250	0.5278355626
251	0.5271067592
252	0.5267383248
253	0.5263102504
254	0.5261968994
255	0.5256872559
256	0.5253442819
257	0.5247215925
258	0.5243494524
259	0.5239171927
260	0.523464617
261	0.5227322388
262	0.5221727644
263	0.5218756975
264	0.5208235822
265	0.5206324114
266	0.5205171422
267	0.5201674979
268	0.5197621373
269	0.5190589687
270	0.5188591221
271	0.5184429932
272	0.5181374686
273	0.5178237479
274	0.5176992798
275	0.5172424752
276	0.5169032506
277	0.5166673497
278	0.5163949585
279	0.5158585903
280	0.5154139491
281	0.5148175921
282	0.5146264648
283	0.5142224993
284	0.5140486799
285	0.5137727574
286	0.5136154611
287	0.5130044992
288	0.512442191
289	0.5120659964
290	0.5114077323
291	0.5106333705
292	0.510632891
293	0.5098538644
294	0.5091923305
295	0.5088554164
296	0.5086436244
297	0.5082335554
298	0.5079140363
299	0.5076888602
300	0.5071869768
301	0.5070503453
302	0.5065978132
303	0.5056506784
304	0.5053161185
305	0.5050892857
306	0.5047518049
307	0.5044782366
308	0.504239502
309	0.5033449009
310	0.5030540248
311	0.5028992571
312	0.5024799892
313	0.5018457031
314	0.5015952846
315	0.5014868164
316	0.5005693708
317	0.5002910505
318	0.4998653739
319	0.4994433594
320	0.4986892264
321	0.4985151018
322	0.4977119664
323	0.4974808175
324	0.497165353
325	0.4964225551
326	0.4960938372
327	0.4960252598
328	0.4958070592
329	0.4955749948
330	0.495179269
331	0.4947671945
332	0.4944294521
333	0.4938054984
334	0.4932397025
335	0.4929981777
336	0.4922734288
337	0.4919046456
338	0.4909970529
339	0.490559518
340	0.4904487392
341	0.4897552926
342	0.4893090384
343	0.4889679391
344	0.4886094448
345	0.4882473319
346	0.4880383737
347	0.4875395857
348	0.487094465
349	0.4864732579
350	0.4858741978
351	0.485448434
352	0.4851641846
353	0.4845874023
354	0.4842195783
355	0.4838854545
356	0.4835096087
357	0.4829487392
358	0.4825027902
359	0.4819223022
360	0.481637486
361	0.48133558
362	0.4810322789
363	0.4806250436
364	0.4804096767
365	0.4801265172
366	0.479995248
367	0.4795645142
368	0.4793668039
369	0.4787439401
370	0.4779874093
371	0.4773958915
372	0.477164917
373	0.476830052
374	0.4764836775
375	0.4761921038
376	0.4760372489
377	0.4752788871
378	0.4751397705
379	0.4748083496
380	0.4745033482
381	0.4740963309
382	0.473938773
383	0.473389195
384	0.4731976318
385	0.4729404558
386	0.4725411551
387	0.4720735386
388	0.471804112
389	0.4714101301
390	0.4711893136
391	0.4710409982
392	0.470872454
393	0.470542341
394	0.4702118792
395	0.4699971226
396	0.469873788
397	0.4690223476
398	0.4684452602
399	0.4679724993
400	0.4676498849
401	0.4671007429
402	0.4666201346
403	0.4663400269
404	0.4657466343
405	0.4653813825
406	0.4649836077
407	0.4647444807
408	0.464152614
409	0.463667341
410	0.4633671352
411	0.4631667655
412	0.4629646519
413	0.4629084124
414	0.4625660052
415	0.4620932443
416	0.4618425642
417	0.4613210188
418	0.4610785784
419	0.4606365095
420	0.4596893311
421	0.4594308472
422	0.4588979667
423	0.4586077445
424	0.4583994402
425	0.4579046631
426	0.4576582554
427	0.4569968959
428	0.4562733241
429	0.456114066
430	0.4559100778
431	0.4553612409
432	0.4550494385
433	0.4547259957
434	0.4543309675
435	0.4541296387
436	0.4536891392
437	0.4532799421
438	0.4530700684
439	0.452696882
440	0.4524307687
441	0.452003261
442	0.4519135393
443	0.4515735735
444	0.4513837978
445	0.4509315709
446	0.4505306571
447	0.4503628976
448	0.4497493199
449	0.4497273472
450	0.4495336914
451	0.4493362863
452	0.4490857806
453	0.4483197021
454	0.4481429618
455	0.4477994646
456	0.4469397845
457	0.4465731812
458	0.446184736
459	0.4456912231
460	0.445398734
461	0.4452831159
462	0.4447623117
463	0.4437819999
464	0.4433372716
465	0.4426445661
466	0.4425379726
467	0.4421655709
468	0.4416515241
469	0.4414283534
470	0.4412594169
471	0.4411068726
472	0.4405977086
473	0.4405443028
474	0.4405031041
475	0.4401365008
476	0.4396492222
477	0.439395316
478	0.4391696167
479	0.43855896
480	0.4380219378
481	0.4377611433
482	0.4375599016
483	0.4371506173
484	0.4369001988
485	0.4362830898
486	0.4356053816
487	0.4351320103
488	0.4349707903
489	0.4348001971
490	0.4344957624
491	0.4343031093
492	0.4341625977
493	0.4340458897
494	0.4338707624
495	0.4336817714
496	0.4329418945
497	0.4327576991
498	0.4326037598
499	0.4324162074
500	0.4321184867
501	0.4319689941
502	0.4317475673
503	0.4314474051
504	0.4309730312
505	0.4305977086
506	0.4303363909
507	0.429831543
508	0.4293982806
509	0.4292332241
510	0.4289966692
511	0.4289220755
512	0.4287411063
513	0.4281302316
514	0.4277799334
515	0.4274764143
516	0.4270799037
517	0.4267410714
518	0.426577192
519	0.4263061087
520	0.4256646729
521	0.4254635184
522	0.4246693202
523	0.4242016602
524	0.4239801025
525	0.4236831229
526	0.4233150809
527	0.422956543
528	0.4226469639
529	0.4224495588
530	0.4221392822
531	0.4218310111
532	0.4215940639
533	0.4213675363
534	0.4209143938
535	0.4206691633
536	0.4204861014
537	0.4202825928
538	0.4201239014
539	0.4198954991
540	0.4195605905
541	0.4193130493
542	0.4190270996
543	0.4188613456
544	0.4181727818
545	0.4177548218
546	0.4173304967
547	0.417094029
548	0.4167728969
549	0.4164272635
550	0.4161446272
551	0.4160424805
552	0.4157503836
553	0.4154647391
554	0.4149563163
555	0.4148158918
556	0.4143468366
557	0.4139696394
558	0.4137067086
559	0.4133411952
560	0.413117327
561	0.4126743426
562	0.4124653843
563	0.4123514666
564	0.4119913156
565	0.4117975725
566	0.4116929408
567	0.4112431989
568	0.4111141968
569	0.4108872768
570	0.41032741
571	0.4101152257
572	0.4094465855
573	0.4089621408
574	0.4088187517
575	0.408426906
576	0.4081036377
577	0.4080084229
578	0.4075585066
579	0.4068453979
580	0.406737017
581	0.4066431536
582	0.406421814
583	0.405784389
584	0.4054827881
585	0.4052477155
586	0.404975368
587	0.4048767962
588	0.4046946934
589	0.4038162667
590	0.4031365531
591	0.4028309849
592	0.4025914655
593	0.402247576
594	0.402061506
595	0.4019496373
596	0.4017754255
597	0.4013307408
598	0.4011330741
599	0.401035941
600	0.4010229928
601	0.4004871477
602	0.4003628976
603	0.4000626046
604	0.3998000663
605	0.3994521659
606	0.399307033
607	0.3987194388
608	0.3981688581
609	0.3977850778
610	0.3976092529
611	0.3973127965
612	0.3971081107
613	0.396761431
614	0.3964768764
615	0.3962134661
616	0.3956205532
617	0.3951874215
618	0.3944435774
619	0.3941206578
620	0.3938126918
621	0.3935326277
622	0.3934145682
623	0.3931093052
624	0.3927419608
625	0.3925845773
626	0.3924325997
627	0.3923365566
628	0.3918336269
629	0.3914668492
630	0.3912082781
631	0.3909766497
632	0.3908072771
633	0.3907948521
634	0.3905918666
635	0.3901949637
636	0.38972726
637	0.3895928955
638	0.3888071987
639	0.3887026106
640	0.3882822527
641	0.3878381348
642	0.3876773943
643	0.3871090698
644	0.3868016706
645	0.38656747
646	0.3864355469
647	0.3861730957
648	0.3859717669
649	0.385562003
650	0.3853551374
651	0.3850944301
652	0.384906965
653	0.3844207764
654	0.3841181728
655	0.383804888
656	0.3834369768
657	0.3832378278
658	0.3829578509
659	0.3826188006
660	0.3824740165
661	0.3821225412
662	0.3818076433
663	0.3813770403
664	0.3808740234
665	0.3802696882
666	0.3797661482
667	0.3795671735
668	0.3794238281
669	0.3792762974
670	0.3789336722
671	0.3786898368
672	0.378377642
673	0.3780469622
674	0.3778376116
675	0.377520316
676	0.3771456473
677	0.3768048968
678	0.3766224452
679	0.3764999826
680	0.3762633841
681	0.3760330636
682	0.3755772618
683	0.3752498082
684	0.3747980608
685	0.3743314907
686	0.3739985439
687	0.3737438965
688	0.3735083008
689	0.3733052281
690	0.3732424927
691	0.3728711809
692	0.3725392369
693	0.3722788783
694	0.3719498989
695	0.3717280361
696	0.3709855434
697	0.3707576643
698	0.3703755406
699	0.3699951172
700	0.3696082415
701	0.3690972028
702	0.3686762347
703	0.36809021
704	0.3675563267
705	0.3674779402
706	0.3673363386
707	0.3671047974
708	0.3670029994
709	0.3668062047
710	0.3666541399
711	0.3664644078
712	0.3660263062
713	0.3658748954
714	0.3656777082
715	0.3654420035
716	0.3651076399
717	0.3649269758
718	0.3646992711
719	0.3646389553
720	0.3644385638
721	0.3639704241
722	0.3636662074
723	0.3632706124
724	0.3628871809
725	0.3620797294
726	0.3616741943
727	0.3613231986
728	0.3605724226
729	0.3604489136
730	0.3601132202
731	0.3596664429
732	0.3593343898
733	0.3591387068
734	0.358891558
735	0.3585967582
736	0.3583651297
737	0.3580886841
738	0.3575733076
739	0.3572742571
740	0.357040754
741	0.3566104126
742	0.3564122227
743	0.3561971828
744	0.3559414673
745	0.3555850656
746	0.3552530779
747	0.3549558803
748	0.3547468131
749	0.3546338763
750	0.3544646781
751	0.3538712856
752	0.3536595808
753	0.3531924874
754	0.3530297852
755	0.3526188006
756	0.3522436087
757	0.3521145412
758	0.3515576608
759	0.3514358521
760	0.3511219352
761	0.3509125846
762	0.350493491
763	0.3502037266
764	0.3499682617
765	0.3496550642
766	0.3494328526
767	0.3493315342
768	0.3492329625
769	0.3489881897
770	0.3485442897
771	0.348223223
772	0.3480280413
773	0.3478116717
774	0.3476705715
775	0.3474270194
776	0.3467915998
777	0.3459983608
778	0.3456855992
779	0.3455242048
780	0.3451127842
781	0.3448988124
782	0.3446844046
783	0.3446096148
784	0.3441075134
785	0.3438007246
786	0.3436030579
787	0.3435045951
788	0.3432344709
789	0.343019649
790	0.3428421238
791	0.3427399554
792	0.3422596959
793	0.341829834
794	0.3416134862
795	0.3414524187
796	0.341108878
797	0.3409310041
798	0.3406627546
799	0.3405472456
800	0.3403336879
801	0.3399855042
802	0.3397224208
803	0.3395842634
804	0.3394417681
805	0.3391750009
806	0.3388062831
807	0.3385441807
808	0.3384042358
809	0.3381470381
810	0.337948761
811	0.3374386597
812	0.3372059413
813	0.3368902152
814	0.3367570714
815	0.336303275
816	0.3361938259
817	0.3361146545
818	0.3359540449
819	0.3356626674
820	0.3352326529
821	0.334871521
822	0.334646868
823	0.334201137
824	0.33388334
825	0.3337945557
826	0.3337709045
827	0.3336012922
828	0.3333276367
829	0.3331223188
830	0.3325765119
831	0.3323039246
832	0.331938433
833	0.3318163191
834	0.33166796
835	0.3312581526
836	0.3307634626
837	0.33053445
838	0.3304671805
839	0.3303136335
840	0.3301228986
841	0.3298969378
842	0.3296779524
843	0.3295381818
844	0.3293550764
845	0.3288867405
846	0.3286798532
847	0.3286410958
848	0.3285325841
849	0.3282201277
850	0.3278736659
851	0.3276479885
852	0.3273517282
853	0.3272312709
854	0.3267992728
855	0.3265451486
856	0.3263478742
857	0.3261608887
858	0.3256885202
859	0.3251824733
860	0.3250408064
861	0.3247907584
862	0.3245555333
863	0.3244155012
864	0.3239312744
865	0.3238126918
866	0.3236574881
867	0.3234333147
868	0.3232349069
869	0.3230626787
870	0.3228847395
871	0.3226459394
872	0.3225258527
873	0.3219611904
874	0.3215312631
875	0.3214768764
876	0.3212625122
877	0.3210455758
878	0.3208220782
879	0.3205147443
880	0.3204456002
881	0.3202864293
882	0.3199165998
883	0.3195426505
884	0.319231175
885	0.3190270778
886	0.31888637
887	0.3183479963
888	0.3180824498
889	0.3177680533
890	0.3176594325
891	0.3174854824
892	0.3170717512
893	0.3168842425
894	0.3167170715
895	0.3164195251
896	0.316295384
897	0.316068137
898	0.3158403669
899	0.3155009024
900	0.3153877912
901	0.3152805001
902	0.3150852312
903	0.3149933079
904	0.3148673793
905	0.3147864205
906	0.3146105521
907	0.3142770386
908	0.3139283534
909	0.3136093576
910	0.3132577951
911	0.3127576774
912	0.3126429749
913	0.3125171988
914	0.3123548235
915	0.3122189113
916	0.3118296378
917	0.3117258344
918	0.3113172477
919	0.3111670794
920	0.3109145028
921	0.3105758667
922	0.3103941127
923	0.3100975473
924	0.3099688285
925	0.3097283064
926	0.3093784441
927	0.3091221837
928	0.3088731602
929	0.3087839399
930	0.3086348179
931	0.3085429164
932	0.308329555
933	0.3078342983
934	0.3072362409
935	0.307036874
936	0.3068507821
937	0.3067080906
938	0.3063207572
939	0.3061431667
940	0.3059645299
941	0.3058010646
942	0.3056567165
943	0.3053895351
944	0.3052445112
945	0.3049377877
946	0.3047275652
947	0.3044927107
948	0.3041781834
949	0.3038126046
950	0.3036756243
951	0.3033782305
952	0.303018777
953	0.3028038243
954	0.3026460484
955	0.3022722517
956	0.3020990426
957	0.3020055716
958	0.301756461
959	0.3014748928
960	0.3011444528
961	0.3007975115
962	0.3006635175
963	0.3005428641
964	0.3003019932
965	0.3000989641
966	0.2998530361
967	0.2994026402
968	0.2990833173
969	0.298767722
970	0.29862357
971	0.298397522
972	0.2983227757
973	0.2977854048
974	0.2976627895
975	0.2975950841
976	0.2974312265
977	0.2972748675
978	0.2970270647
979	0.2969017029
980	0.2964470564
981	0.2962705776
982	0.2961089652
983	0.295879255
984	0.2955906677
985	0.2954336548
986	0.2950297764
987	0.2949411883
988	0.2947590637
989	0.2944416155
990	0.2939147949
991	0.2935802569
992	0.293293893
993	0.2931568255
994	0.2930531747
995	0.2929476929
996	0.2927255031
997	0.2925929914
998	0.2921807425
999	0.2920183454
